"Name","train_loss","validation_loss","State","Notes","User","Tags","Created","Runtime","Sweep","activation_fn","architecture","batch_size","epochs_choice","input_dim","kernel_size","learning_rate","loss","nblocks","nneighbor","num_class","num_parameters","num_point","training_set","transformer_dim","avg_loss_per_batch","batch loss","cumulative_loss","epoch","r2","time","train_time","validate_time","evaluation time","inference time","inference_time_train","inference_time_train_ms","inference_time_validation_ms","load_time_batch_ms","load_time_train_ms","train_time_batch_ms","validate loss","validate time","validate_time_batch_ms"
"3DCNN_10000_3_ReLU_10_0.0001_4","0.1261351383291185","0.14645785338282585","finished","-","changli_824","","2024-04-18T12:36:27.000Z","28525","","ReLU","3DCNN_256_stride1_new","4","10","","3","0.0001","","","","","1008363","","10000","","","0.05328162759542465","","9","0.5143552565624521","","2036","683","","","","3.9272308349609375","1.2159347534179688","172.50276737213136","166.11409187316897","4.6720338154988115","","","1.2303783232907215"
"3DCNN_10000_3_Sigmoid_5_0.001_4","0.16005533039867878","0.14840921255648137","finished","-","changli_824","","2024-04-18T12:03:47.000Z","15014","","Sigmoid","3DCNN_256_stride1_new","4","5","","3","0.001","","","","","1008363","","10000","","","0.1645677387714386","","4","0.4714949503426919","","2195","872","","","","3.885507583618164","1.204729080200195","233.0209276199341","261.871337890625","5.419627442417374","","","1.2248937384670515"
"3DCNN_10000_3_ReLU_5_0.001_4","0.15154059094302355","0.15195659819990395","finished","-","changli_824","","2024-04-18T07:49:35.000Z","15143","","ReLU","3DCNN_256_stride1_new","4","5","","3","0.001","","","","","1008363","","10000","","","0.11096670478582382","","4","0.550223236993003","","2175","838","","","","3.794431686401367","1.198530197143555","226.96430177688595","230.82852363586423","3.917163538645549","","","2.0565329785327835"
"3DCNN_50000_5_ReLU_5_0.001_4","0.12528268167234957","0.15294859492778778","finished","-","changli_824","","2024-04-20T10:08:24.000Z","72866","","ReLU","3DCNN_256_stride1_new","4","5","","5","0.001","","","","","4650239","","50000","","","0.238746777176857","","4","0.5701554767830566","","13563","1181","","","","3.9374828338623047","1.1296272277832031","275.57705827713016","296.42724990844727","4.656779374763238","","","2.227471726965234"
"3DCNN_10000_5_ReLU_5_1e-05_4","0.13765450971126555","0.15414134462997317","finished","-","changli_824","","2024-04-18T07:49:35.000Z","17199","","ReLU","3DCNN_256_stride1_new","4","5","","5","0.00001","","","","","4650239","","10000","","","0.15867076814174652","","4","0.4548104480302634","","2515","865","","","","4.337310791015625","1.2309551239013672","214.18053817749023","188.2760524749756","5.432782402957778","","","1.234092578351737"
"3DCNN_10000_5_Sigmoid_15_0.001_4","0.13871947828046977","0.15552378580719234","finished","-","changli_824","","2024-04-18T07:48:54.000Z","50532","","Sigmoid","3DCNN_256_stride1_new","4","15","","5","0.001","","","","","4650239","","10000","","","0.09029853343963624","","14","0.4587757639527291","","2593","844","","","","4.204273223876953","1.3844966888427734","225.45325565338135","270.97368240356445","4.138486643871629","","","1.6079231438387829"
"3DCNN_50000_3_Sigmoid_5_0.001_4","0.1335847052707523","0.15583582230210305","finished","-","changli_824","","2024-04-20T16:08:40.000Z","57945","","Sigmoid","3DCNN_256_stride1_new","4","5","","3","0.001","","","","","1008363","","50000","","","0.14388591051101685","","4","0.5242524278732765","","10812","686","","","","3.828763961791992","1.168012619018555","219.2684415626526","208.4476947784424","4.664673587624983","","","2.028724563169671"
"3DCNN_50000_3_Sigmoid_5_0.0001_4","0.14024711317673325","0.1569582251995802","finished","-","changli_824","","2024-04-19T07:29:22.000Z","58405","","Sigmoid","3DCNN_256_stride1_new","4","5","","3","0.0001","","","","","1008363","","50000","","","0.21674448251724243","","4","0.4968842216834613","","10803","927","","","","3.899574279785156","1.161813735961914","217.7856583404541","199.22733306884768","4.913788742786221","","","2.0119393206983207"
"3DCNN_10000_3_Sigmoid_10_0.001_4","0.14344809863269328","0.15755442011281848","finished","-","changli_824","","2024-04-18T12:31:13.000Z","28169","","Sigmoid","3DCNN_256_stride1_new","4","10","","3","0.001","","","","","1008363","","10000","","","0.2038598656654358","","9","0.434840208266407","","2113","687","","","","3.778219223022461","1.2226104736328125","176.73666334152222","167.34600067138672","5.035750454209416","","","1.2160725382915942"
"3DCNN_10000_5_Sigmoid_15_0.0001_4","0.1453764307871461","0.15783315638303758","finished","-","changli_824","","2024-04-18T07:48:52.000Z","54911","","Sigmoid","3DCNN_256_stride1_new","4","15","","5","0.0001","","","","","4650239","","10000","","","0.06573700159788132","","14","0.4725913053263092","","2570","860","","","","3.7131309509277344","1.1730194091796875","226.43380270004275","442.02160835266113","4.016746095864169","","","2.2872599253214028"
